web_name,first_name,second_name,team,position,total_points,points_per_game,price,price_level,goals_scored,assists,ict_index,selected_by_percent,minutes,bonus,clean_sheets,clean_sheets_per_90,creativity,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,goals_conceded,goals_conceded_per_90,influence,own_goals,penalties_missed,penalties_order,penalties_saved,red_cards,saves,saves_per_90,selected_rank,starts,starts_per_90,threat,value_form,value_season,yellow_cards,goal_involvements
Branthwaite,Jarrad,Branthwaite,EVE,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patterson,Nathan,Patterson,EVE,Defender,31.0,1.6,3.9,Budget,0.0,0.0,45.3,2.2,1274.0,0.0,2.0,0.14,111.9,0.71,0.05,1.19,0.08,0.48,25.4,1.79,0.03,22.0,1.55,231.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,14.0,0.99,108.0,0.3,7.9,3.0,0.0
Nkounkou,Niels,Nkounkou,EVE,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarkowski,James,Tarkowski,EVE,Defender,106.0,2.8,4.1,Budget,1.0,1.0,164.2,4.4,3420.0,13.0,9.0,0.24,184.7,1.89,0.05,4.86,0.13,2.97,67.45,1.78,0.08,57.0,1.5,1019.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,38.0,1.0,435.0,0.7,25.9,6.0,2.0
Coady,Conor,Coady,EVE,Defender,77.0,3.2,4.7,Mid,1.0,1.0,54.0,3.0,2094.0,5.0,7.0,0.3,59.5,0.49,0.02,1.33,0.06,0.84,36.88,1.59,0.04,28.0,1.2,392.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,23.0,0.99,88.0,0.3,16.4,2.0,2.0
Vinagre,Rúben,Nascimento Vinagre,EVE,Defender,2.0,1.0,4.3,Budget,0.0,0.0,0.9,0.0,24.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.31,1.16,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
McNeil,Dwight,McNeil,EVE,Midfielder,126.0,3.5,5.2,Budget,7.0,5.0,189.2,2.0,2490.0,14.0,5.0,0.18,726.6,5.45,0.2,8.96,0.33,3.51,51.3,1.85,0.13,46.0,1.66,699.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,28.0,1.01,462.0,1.2,24.2,5.0,12.0
Mills,Stanley,Mills,EVE,Midfielder,0.0,0.0,4.3,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Warrington,Lewis,Warrington,EVE,Midfielder,0.0,0.0,4.4,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garner,James,Garner,EVE,Midfielder,25.0,1.6,4.5,Budget,0.0,1.0,26.5,0.0,796.0,0.0,2.0,0.23,114.6,0.5,0.06,1.2,0.14,0.7,15.66,1.77,0.08,13.0,1.47,90.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,7.0,0.79,57.0,0.4,5.6,3.0,1.0
Onana,Amadou,Onana,EVE,Midfielder,77.0,2.3,4.7,Budget,1.0,3.0,92.0,0.1,2486.0,2.0,9.0,0.33,295.1,1.66,0.06,4.61,0.17,2.95,47.89,1.73,0.11,37.0,1.34,347.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,29.0,1.05,280.0,0.4,16.4,9.0,4.0
Welch,Reece,Welch,EVE,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gueye,Idrissa,Gueye,EVE,Midfielder,66.0,2.0,4.7,Budget,0.0,1.0,65.3,0.1,2577.0,1.0,8.0,0.28,193.7,0.83,0.03,1.54,0.05,0.71,49.99,1.75,0.02,45.0,1.57,399.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,32.0,1.12,61.0,0.3,14.0,7.0,1.0
Jakupović,Eldin,Jakupovic,EVE,Goalkeeper,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John,Kyle,John,EVE,Defender,0.0,0.0,3.9,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cannon,Thomas,Cannon,EVE,Forward,2.0,1.0,4.5,Budget,0.0,0.0,3.8,0.0,23.0,0.0,0.0,0.0,11.6,0.0,0.0,0.09,0.35,0.09,0.44,1.72,0.35,1.0,3.91,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,0.0,0.0,21.0,0.0,0.4,0.0,0.0
Price,Isaac,Price,EVE,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,2.5,0.0,32.0,0.0,0.0,0.0,15.6,0.02,0.06,0.02,0.06,0.0,0.33,0.93,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Simms,Ellis,Simms,EVE,Forward,17.0,1.5,4.5,Budget,1.0,0.0,13.0,0.1,219.0,0.0,0.0,0.0,39.3,0.15,0.06,1.01,0.41,0.86,6.4,2.63,0.35,4.0,1.64,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,2.0,0.82,54.0,0.0,3.8,0.0,1.0
Samuels-Smith,Ishé,Samuels-Smith,EVE,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lonergan,Andy,Lonergan,EVE,Goalkeeper,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McAllister,Sean,McAllister,EVE,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cédric,Cédric,Alves Soares,FUL,Defender,10.0,1.2,4.2,Budget,0.0,0.0,11.9,0.1,223.0,0.0,0.0,0.0,51.4,0.19,0.08,0.25,0.1,0.06,2.83,1.14,0.02,3.0,1.21,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,2.0,0.81,10.0,0.1,2.4,0.0,0.0
Leno,Bernd,Leno,FUL,Goalkeeper,142.0,3.9,4.6,High,0.0,0.0,112.7,3.5,3240.0,17.0,8.0,0.22,10.0,0.0,0.0,0.0,0.0,0.0,62.75,1.74,0.0,51.0,1.42,1115.8,0.0,0.0,0.0,1.0,0.0,144.0,4.0,95.0,36.0,1.0,0.0,1.0,30.9,3.0,0.0
Duffy,Shane,Duffy,FUL,Defender,4.0,0.8,4.2,Budget,0.0,0.0,0.2,0.1,17.0,0.0,0.0,0.0,0.2,0.0,0.0,0.16,0.85,0.16,1.56,8.26,0.85,4.0,21.18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0
Cairney,Tom,Cairney,FUL,Midfielder,53.0,1.6,4.7,Budget,2.0,1.0,62.4,0.1,968.0,2.0,1.0,0.09,228.2,1.51,0.14,2.95,0.27,1.44,19.69,1.83,0.13,13.0,1.21,189.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,6.0,0.56,204.0,0.9,11.3,2.0,3.0
Ream,Tim,Ream,FUL,Defender,98.0,3.0,4.5,Budget,1.0,0.0,74.8,1.2,2898.0,12.0,8.0,0.25,65.2,0.27,0.01,0.51,0.02,0.24,54.05,1.68,0.01,44.0,1.37,604.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,33.0,1.02,76.0,0.0,21.8,2.0,1.0
Knockaert,Anthony,Knockaert,FUL,Midfielder,0.0,0.0,4.7,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalobah,Nathaniel,Chalobah,FUL,Midfielder,1.0,0.2,4.4,Budget,0.0,0.0,2.3,0.1,11.0,0.0,0.0,0.0,0.6,0.0,0.0,0.09,0.74,0.09,6.73,55.06,0.74,4.0,32.73,4.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,483.0,1.0,8.18,17.0,0.0,0.2,0.0,0.0
Kebano,Neeskens,Kebano,FUL,Midfielder,40.0,2.4,5.4,Budget,0.0,4.0,41.5,0.0,758.0,0.0,3.0,0.36,179.7,0.88,0.1,1.36,0.16,0.48,12.37,1.47,0.06,10.0,1.19,119.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,519.0,9.0,1.07,112.0,0.1,7.4,0.0,4.0
De Cordova-Reid,Bobby,De Cordova-Reid,FUL,Midfielder,90.0,2.5,5.4,Budget,4.0,1.0,119.7,0.1,2473.0,3.0,8.0,0.29,326.6,1.49,0.05,5.4,0.19,3.91,46.78,1.7,0.14,40.0,1.46,365.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,29.0,1.06,508.0,0.2,16.7,8.0,5.0
Bryan,Joe,Bryan,FUL,Defender,0.0,0.0,4.4,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gazzaniga,Paulo,Gazzaniga Farias,FUL,Goalkeeper,0.0,0.0,4.0,Budget,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kongolo,Terence,Kongolo,FUL,Defender,0.0,0.0,3.9,Budget,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tosin,Tosin,Adarabioyo,FUL,Defender,49.0,2.0,4.4,Budget,1.0,0.0,71.4,0.1,2084.0,1.0,3.0,0.13,89.8,0.47,0.02,1.18,0.05,0.71,43.91,1.9,0.03,39.0,1.68,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,23.0,0.99,128.0,0.4,11.1,4.0,1.0
Mitrović,Aleksandar,Mitrović,FUL,Forward,107.0,4.5,6.6,High,14.0,2.0,193.1,12.5,2010.0,14.0,7.0,0.31,216.5,1.31,0.06,16.62,0.75,15.31,35.7,1.6,0.69,30.0,1.34,584.8,0.0,4.0,1.0,0.0,0.0,0.0,0.0,36.0,23.0,1.03,1141.0,0.4,16.2,7.0,16.0
Reed,Harrison,Reed,FUL,Midfielder,107.0,2.9,4.3,Budget,3.0,4.0,124.2,1.0,2868.0,9.0,9.0,0.28,495.6,2.04,0.06,3.99,0.12,1.95,53.81,1.69,0.06,44.0,1.38,480.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,35.0,1.1,266.0,0.7,24.9,5.0,7.0
Wilson,Harry,Wilson,FUL,Midfielder,68.0,2.3,5.7,Mid,2.0,5.0,56.4,0.2,1085.0,2.0,2.0,0.17,182.1,1.03,0.09,3.06,0.26,2.03,21.44,1.78,0.17,15.0,1.24,209.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,374.0,13.0,1.08,173.0,0.7,11.9,1.0,7.0
Rodák,Marek,Rodák,FUL,Goalkeeper,7.0,3.5,4.3,Mid,0.0,0.0,1.9,0.2,180.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.12,1.06,0.0,2.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,388.0,2.0,1.0,0.0,0.0,1.6,0.0,0.0
Cavaleiro,Ivan,Neves Abreu Cavaleiro,FUL,Midfielder,0.0,0.0,4.8,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tete,Kenny,Tete,FUL,Defender,90.0,2.9,4.4,Budget,1.0,5.0,111.6,0.4,2569.0,1.0,7.0,0.25,385.6,1.9,0.07,2.64,0.1,0.74,46.78,1.64,0.03,36.0,1.26,617.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,29.0,1.02,110.0,0.7,20.5,8.0,6.0
Onomah,Josh,Onomah,FUL,Midfielder,2.0,1.0,4.3,Budget,0.0,0.0,0.3,0.1,14.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.61,3.92,0.0,2.0,12.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Robinson,Antonee,Robinson,FUL,Defender,93.0,2.7,4.4,Budget,0.0,2.0,102.9,0.5,3088.0,5.0,9.0,0.26,417.6,1.68,0.05,1.75,0.05,0.07,55.11,1.61,0.0,44.0,1.28,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,35.0,1.02,57.0,0.5,21.1,8.0,2.0
Muniz,Rodrigo,Muniz Carvalho,FUL,Forward,0.0,0.0,5.4,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stansfield,Jay,Stansfield,FUL,Forward,7.0,2.3,4.5,Budget,0.0,1.0,6.7,0.7,85.0,0.0,0.0,0.0,12.8,0.03,0.03,0.28,0.29,0.25,1.8,1.91,0.26,2.0,2.12,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,1.0,1.06,46.0,0.0,1.6,0.0,1.0
Palhinha,João,Palhinha Gonçalves,FUL,Midfielder,83.0,2.4,4.9,Budget,3.0,0.0,104.2,0.3,3108.0,5.0,9.0,0.26,141.8,0.39,0.01,3.32,0.09,2.93,56.38,1.63,0.08,43.0,1.25,560.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,35.0,1.01,336.0,0.4,16.9,14.0,3.0
James,Daniel,James,FUL,Midfielder,45.0,1.9,5.9,Mid,2.0,1.0,48.1,0.2,802.0,2.0,1.0,0.11,121.4,0.75,0.08,2.77,0.31,2.02,19.98,2.24,0.23,18.0,2.02,144.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,7.0,0.79,218.0,0.1,7.6,0.0,3.0
Andreas,Andreas,Hoelgebaum Pereira,FUL,Midfielder,123.0,3.7,4.3,Budget,4.0,10.0,189.3,10.1,2696.0,9.0,8.0,0.27,965.0,4.26,0.14,11.42,0.38,7.16,47.49,1.59,0.24,40.0,1.34,440.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,44.0,33.0,1.1,495.0,0.0,28.6,8.0,14.0
Diop,Issa,Diop,FUL,Defender,79.0,3.2,4.3,Budget,1.0,0.0,53.8,0.3,2008.0,8.0,7.0,0.31,27.7,0.49,0.02,0.78,0.03,0.29,35.86,1.61,0.01,26.0,1.17,432.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,21.0,0.94,78.0,0.6,18.4,2.0,1.0
Francois,Tyrese,Francois,FUL,Midfielder,1.0,1.0,4.4,Budget,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Mbabu,Kevin,Mbabu,FUL,Defender,7.0,1.2,4.3,Budget,0.0,1.0,7.8,0.1,141.0,0.0,0.0,0.0,37.7,0.42,0.27,0.42,0.27,0.0,7.18,4.58,0.0,7.0,4.47,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,1.0,0.64,0.0,0.0,1.6,1.0,1.0
Harris,Luke,Harris,FUL,Midfielder,3.0,1.0,4.3,Budget,0.0,0.0,0.2,0.0,10.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.16,10.44,0.0,1.0,9.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Solomon,Manor,Solomon,FUL,Midfielder,44.0,2.3,4.9,Budget,4.0,0.0,40.8,0.1,560.0,1.0,0.0,0.0,86.0,0.78,0.13,1.99,0.32,1.21,12.18,1.96,0.19,11.0,1.77,214.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,4.0,0.64,107.0,0.2,9.0,0.0,4.0
Ablade,Terry,Ablade,FUL,Forward,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurzawa,Layvin,Kurzawa,FUL,Defender,2.0,0.7,4.3,Budget,0.0,0.0,2.5,0.0,136.0,0.0,0.0,0.0,4.5,0.03,0.02,0.03,0.02,0.0,4.57,3.02,0.0,4.0,2.65,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,2.0,1.32,0.0,0.0,0.5,1.0,0.0
Willian,Willian,Borges da Silva,FUL,Midfielder,116.0,4.3,5.5,Budget,5.0,7.0,153.6,0.5,2127.0,11.0,9.0,0.38,658.8,2.99,0.13,6.45,0.28,3.46,34.39,1.46,0.15,22.0,0.93,430.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,25.0,1.06,447.0,0.9,21.1,2.0,12.0
Vinícius,Carlos Vinícius,Alves Morais,FUL,Forward,72.0,2.6,5.4,Budget,5.0,2.0,72.7,0.5,1098.0,10.0,1.0,0.08,118.3,0.72,0.06,3.76,0.31,3.04,24.8,2.03,0.25,20.0,1.64,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,11.0,0.9,370.0,0.9,13.3,3.0,7.0
Parkes,Stefan,Parkes,FUL,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Godo,Martial,Godo,FUL,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sekularac,Kristian,Sekularac,FUL,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukic,Sasa,Lukic,FUL,Midfielder,15.0,1.2,4.5,Budget,0.0,0.0,6.8,0.0,406.0,0.0,0.0,0.0,16.0,0.16,0.04,0.29,0.07,0.13,9.68,2.15,0.03,10.0,2.22,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.0,4.0,0.89,18.0,0.3,3.3,1.0,0.0
Wickens,George,Wickens,FUL,Goalkeeper,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.Robinson,Charlie,Robinson,FUL,Defender,0.0,0.0,4.0,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dibley-Dias,Matthew,Dibley-Dias,FUL,Midfielder,0.0,0.0,4.5,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schmeichel,Kasper,Schmeichel,LEI,Goalkeeper,0.0,0.0,5.0,High,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evans,Jonny,Evans,LEI,Defender,20.0,1.5,4.4,Budget,0.0,0.0,27.9,0.2,1051.0,0.0,2.0,0.17,20.6,0.18,0.02,0.35,0.03,0.17,19.79,1.69,0.01,28.0,2.4,223.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,12.0,1.03,35.0,0.4,4.5,1.0,0.0
Bertrand,Ryan,Bertrand,LEI,Defender,0.0,0.0,3.9,Budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albrighton,Marc,Albrighton,LEI,Midfielder,13.0,2.2,4.7,Budget,1.0,0.0,21.4,0.0,232.0,0.0,0.0,0.0,95.2,0.41,0.16,0.78,0.3,0.37,4.04,1.57,0.14,3.0,1.16,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,1.0,0.39,43.0,0.0,2.8,0.0,1.0
Mendy,Nampalys,Mendy,LEI,Midfielder,30.0,1.6,4.2,Budget,1.0,0.0,17.8,0.4,746.0,1.0,0.0,0.0,42.0,0.13,0.02,0.26,0.04,0.13,12.45,1.5,0.02,13.0,1.57,115.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,7.0,0.84,20.0,0.1,7.1,1.0,1.0
Vestergaard,Jannik,Vestergaard,LEI,Defender,0.0,0.0,3.8,Budget,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ward,Danny,Ward,LEI,Goalkeeper,91.0,3.5,3.8,Budget,0.0,0.0,63.0,18.4,2340.0,12.0,6.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,42.87,1.65,0.0,46.0,1.77,631.4,0.0,0.0,0.0,1.0,0.0,77.0,2.96,15.0,26.0,1.0,0.0,0.0,23.9,0.0,0.0
Vardy,Jamie,Vardy,LEI,Forward,82.0,2.2,9.1,Premium,3.0,5.0,90.6,2.3,1841.0,4.0,4.0,0.2,173.5,0.7,0.03,7.44,0.36,6.74,34.77,1.7,0.33,38.0,1.86,287.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,127.0,19.0,0.93,451.0,0.2,9.0,1.0,8.0
Ricardo,Ricardo,Barbosa Pereira,LEI,Defender,20.0,2.0,4.2,Budget,1.0,1.0,27.3,0.1,451.0,2.0,0.0,0.0,100.2,0.7,0.14,0.82,0.16,0.12,8.35,1.67,0.02,11.0,2.2,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,5.0,1.0,25.0,0.0,4.8,2.0,2.0
Amartey,Daniel,Amartey,LEI,Defender,51.0,2.5,3.9,Budget,0.0,0.0,48.9,0.7,1608.0,4.0,5.0,0.28,79.8,0.44,0.02,1.51,0.08,1.07,27.56,1.54,0.06,27.0,1.51,358.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,18.0,1.01,50.0,0.0,13.1,1.0,0.0
Castagne,Timothy,Castagne,LEI,Defender,114.0,3.1,4.3,Budget,2.0,4.0,135.0,5.5,3255.0,11.0,8.0,0.22,377.3,2.13,0.06,4.29,0.12,2.16,60.78,1.68,0.06,63.0,1.74,679.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,36.0,1.0,289.0,0.5,26.5,3.0,6.0
Tielemans,Youri,Tielemans,LEI,Midfielder,86.0,2.8,6.1,Mid,3.0,3.0,116.2,1.2,2341.0,6.0,6.0,0.23,458.3,2.99,0.11,5.49,0.21,2.5,45.82,1.76,0.1,49.0,1.88,512.2,0.0,1.0,4.0,0.0,0.0,0.0,0.0,178.0,27.0,1.04,190.0,0.5,14.1,4.0,6.0
